data.id,,analyse,post
1hvdi6l,10,0,0
1hvdi6l,11,1,0
1hvdi6l,12,1,0
1hvdi6l,13,0,0
1hvdi6l,14,0,0
1hvdi6l,15,0,0
1hvdi6l,16,-1,0
1hvdi6l,17,0,0
1hvdi6l,18,1,0
1hvdi6l,19,1,0
1hvdi6l,20,-1,0
1hvdi6l,21,1,0
1hvdi6l,22,-1,0
1hvdi6l,23,0,0
1hvdi6l,24,1,0
1hvdi6l,25,0,0
1hvdi6l,26,0,0
1hvdi6l,27,1,0
1hvdi6l,28,-1,0
1hvdi6l,29,-1,0
1hvdi6l,30,-1,0
1hvdi6l,31,0,0
1hvdi6l,32,0,0
1hvdi6l,33,1,0
1hvdi6l,34,1,0
1hvdi6l,35,1,0
1hvdi6l,36,-1,0
1hvdi6l,37,1,0
1hvdi6l,38,1,0
1hvdi6l,39,1,0
1hvdi6l,40,0,0
1hvdi6l,41,1,0
1hveydk,0,1,0
1hveydk,1,0,0
1hveydk,2,0,0
1hveydk,3,-1,0
1hveydk,4,1,0
1hveydk,5,1,0
1hveydk,6,0,0
1hveydk,7,1,0
1hveydk,8,1,0
1hveydk,9,1,0
1hveydk,10,1,0
1hveydk,11,0,0
1hveydk,12,1,0
1hveydk,13,1,0
1hveydk,14,1,0
1hveydk,15,1,0
1hveydk,16,1,0
1hveydk,17,1,0
1hveydk,18,1,0
1hveydk,19,0,0
1hveydk,20,1,0
1hveydk,21,1,0
1hveydk,22,1,0
1hveydk,23,1,0
1hveydk,24,1,0
1hveydk,25,1,0
1hveydk,26,1,0
1hveydk,27,0,0
1hveydk,28,0,0
1hveydk,29,0,0
1hveydk,30,0,0
1hveydk,31,0,0
1hveydk,32,0,0
1hveydk,33,1,0
1hveydk,34,1,0
1hveydk,35,1,0
1hveydk,36,1,0
1hveydk,37,1,0
1hwknl0,0,1,0
1hwknl0,1,-1,0
1hwknl0,2,1,0
1hwknl0,3,0,0
1hwknl0,4,0,0
1hwknl0,5,0,0
1hwknl0,6,0,0
1hwknl0,7,0,0
1hwknl0,8,1,0
1hwknl0,9,1,0
1hwknl0,10,0,0
1hwknl0,11,1,0
1hwknl0,12,0,0
1hwknl0,13,0,0
1hwknl0,14,1,0
1hwknl0,15,1,0
1hwknl0,16,1,0
1hwknl0,17,0,0
1hwknl0,18,0,0
1hwknl0,19,1,0
1hwknl0,20,0,0
1hwknl0,21,0,0
1hwknl0,22,0,0
1hwknl0,23,-1,0
1hwknl0,24,-1,0
1hwknl0,25,-1,0
1hwknl0,26,0,0
1hwknl0,27,1,0
1hwknl0,28,1,0
1hwknl0,29,0,0
1hwknl0,30,-1,0
1hwknl0,31,1,0
1hwknl0,32,1,0
1hwknl0,33,1,0
1hwknl0,34,1,0
1hwknl0,35,0,0
1hwknl0,36,0,0
1hwknl0,37,1,0
1hwknl0,38,1,0
1hwknl0,39,1,0
1hwknl0,40,0,0
1hwknl0,41,1,0
1hwknl0,42,1,0
1hwknl0,43,1,0
1hwknl0,44,0,0
1hwknl0,45,0,0
1hwknl0,46,0,0
1hwknl0,47,0,0
1hwknl0,48,1,0
1hwknl0,49,0,0
1hwknl0,50,0,0
1hwknl0,51,0,0
1hwknl0,52,1,0
1hwknl0,53,0,0
1hwknl0,54,1,0
1hwknl0,55,1,0
1hwknl0,56,0,0
1hwknl0,57,1,0
1hwknl0,58,0,0
1hwknl0,59,0,0
1hwknl0,60,1,0
1hwknl0,61,1,0
1hwknl0,62,0,0
1hwknl0,63,0,0
1hwknl0,64,0,0
1i3bp7w,0,1,0
1i3bp7w,1,0,0
1i3bp7w,2,1,0
1i3bp7w,3,0,0
1i3bp7w,4,0,0
1i3bp7w,5,1,0
1i3bp7w,6,1,0
1i3bp7w,7,-1,0
1i3bp7w,8,1,0
1i3bp7w,9,-1,0
1i3bp7w,10,1,0
1i3bp7w,11,-1,0
1i3bp7w,12,1,0
1i3bp7w,13,-1,0
1i3bp7w,14,-1,0
1i3bp7w,15,1,0
1i3bp7w,16,0,0
1i3bp7w,17,1,0
1i3bp7w,18,1,0
1i3bp7w,19,-1,0
1i3bp7w,20,1,0
1i3bp7w,21,-1,0
1i3bp7w,22,0,0
1i3bp7w,23,1,0
1i3bp7w,24,-1,0
1i3bp7w,25,0,0
1i5lkct,0,0,0
1i5lkct,1,0,0
1i5lkct,2,0,0
1i5lkct,3,-1,0
1i5lkct,4,0,0
1i5lkct,5,0,0
1i5lkct,6,-1,0
1i5lkct,7,0,0
1i5lkct,8,0,0
1i5lkct,9,0,0
1i5lkct,10,-1,0
1i5lkct,11,0,0
1i5lkct,12,1,0
1i5lkct,13,1,0
1i5lkct,14,0,0
1i5lkct,15,0,0
1i5lkct,16,0,0
1i5lkct,17,0,0
1i5lkct,18,-1,0
1i5lkct,19,0,0
1i5lkct,20,0,0
1i5lkct,21,0,0
1i5lkct,22,0,0
1i5lkct,23,0,0
1i5lkct,24,0,0
1i5lkct,25,0,0
1i5lkct,26,0,0
1i5lkct,27,0,0
1i5lkct,28,-1,0
1i5lkct,29,1,0
1i5lkct,30,-1,0
1i5lkct,31,1,0
1i5lkct,32,-1,0
1i5lkct,33,0,0
1i5lkct,34,-1,0
1i5lkct,35,0,0
1i5lkct,36,0,0
1i5lkct,37,0,0
1i5lkct,38,0,0
1i5lkct,39,0,0
1i5lkct,40,0,0
1i5lkct,41,0,0
1i5lkct,42,0,0
1i5lkct,43,1,0
1i5lkct,44,0,0
1i5lkct,45,0,0
1i5lkct,46,1,0
1i5lkct,47,-1,0
1i5lkct,48,0,0
1i5lkct,49,0,0
1i5lkct,50,0,0
1i5lkct,51,0,0
1i5lkct,52,0,0
1i5lkct,53,0,0
1i6i4ng,0,-1,0
1i6i4ng,1,0,0
1i6i4ng,2,0,0
1i6i4ng,3,0,0
1i6i4ng,4,1,0
1i6i4ng,5,-1,0
1i6i4ng,6,1,0
1i6i4ng,7,0,0
1i6i4ng,8,1,0
1i6i4ng,9,-1,0
1i6i4ng,10,0,0
1i6i4ng,11,0,0
1i6i4ng,12,1,0
1i6i4ng,13,-1,0
1i6i4ng,14,0,0
1i6i4ng,15,1,0
1i6i4ng,16,1,0
1i6i4ng,17,-1,0
1i6i4ng,18,-1,0
1i6i4ng,19,0,0
1i6i4ng,20,0,0
1i6i4ng,21,0,0
1i6i4ng,22,0,0
1i6i4ng,23,1,0
1i6i4ng,24,-1,0
1i6i4ng,25,0,0
1i6i4ng,26,0,0
1i6i4ng,27,-1,0
1i6i4ng,28,0,0
1i6i4ng,29,0,0
1i6i4ng,30,0,0
1i6i4ng,31,0,0
1i6i4ng,32,0,0
1i6i4ng,33,0,0
1i6i4ng,34,0,0
1i6i4ng,35,-1,0
1i6i4ng,36,0,0
1i6i4ng,37,1,0
1i6i4ng,38,1,0
1i6i4ng,39,1,0
1i6i4ng,40,0,0
1i6i4ng,41,1,0
1i6i4ng,42,1,0
1i6i4ng,43,0,0
1i6i4ng,44,-1,0
1i6i4ng,45,-1,0
1i6i4ng,46,1,0
1i6i4ng,47,1,0
1i6i4ng,48,0,0
1i6i4ng,49,0,0
1i6i4ng,50,0,0
1i6i4ng,51,0,0
1i6i4ng,52,0,0
1i6i4ng,53,0,0
1i6i4ng,54,0,0
1i6i4ng,55,1,0
1i6i4ng,56,1,0
1i6i4ng,57,1,0
1i6i4ng,58,1,0
1i6i4ng,59,-1,0
1i6i4ng,60,1,0
1i6i4ng,61,1,0
1i6i4ng,62,1,0
1i6i4ng,63,0,0
1i6i4ng,64,0,0
1i6i4ng,65,0,0
1i6i4ng,66,0,0
1i6i4ng,67,0,0
1i6i4ng,68,-1,0
1i6i4ng,69,1,0
1i6i4ng,70,1,0
1i6i4ng,71,0,0
1i6i4ng,72,0,0
1i6i4ng,73,0,0
1i6i4ng,74,0,0
1i6i4ng,75,1,0
1i6i4ng,76,0,0
1i6i4ng,77,-1,0
1i6i4ng,78,1,0
1i6i4ng,79,0,0
1i6i4ng,80,0,0
1i6i4ng,81,1,0
1i6i4ng,82,1,0
1i6i4ng,83,1,0
1i6i4ng,84,0,0
1i6i4ng,85,0,0
1i6i4ng,86,0,0
1i7zejl,0,-1,-1
1i7zejl,1,-1,-1
1i7zejl,2,-1,-1
1i7zejl,3,0,-1
1i7zejl,4,0,-1
1i7zejl,5,0,-1
1i7zejl,6,0,-1
1i7zejl,7,-1,-1
1i7zejl,8,0,-1
1i7zejl,9,1,-1
1i7zejl,10,-1,-1
1i7zejl,11,0,-1
1i7zejl,12,1,-1
1i7zejl,13,1,-1
1i7zejl,14,0,-1
1i7zejl,15,0,-1
1i7zejl,16,0,-1
1i7zejl,17,0,-1
1i7zejl,18,-1,-1
1i7zejl,19,1,-1
1i7zejl,20,0,-1
1i7zejl,21,-1,-1
1i7zejl,22,-1,-1
1i7zejl,23,-1,-1
1i7zejl,24,-1,-1
1i7zejl,25,-1,-1
1i7zejl,26,-1,-1
1i7zejl,27,0,-1
1i7zejl,28,0,-1
1i7zejl,29,1,-1
1i7zejl,30,-1,-1
1i7zejl,31,-1,-1
1i7zejl,32,0,-1
1i7zejl,33,1,-1
1i7zejl,34,0,-1
1i7zejl,35,0,-1
1i7zejl,36,1,-1
1i7zejl,37,-1,-1
1i7zejl,38,1,-1
1i7zejl,39,-1,-1
1i7zejl,40,-1,-1
1i7zejl,41,0,-1
1i7zejl,42,0,-1
1i7zejl,43,0,-1
1i7zejl,44,0,-1
1i7zejl,45,1,-1
1i7zejl,46,0,-1
1i7zejl,47,0,-1
1i7zejl,48,0,-1
1i7zejl,49,0,-1
1i7zejl,50,0,-1
1i7zejl,51,1,-1
1i7zejl,52,1,-1
1i7zejl,53,-1,-1
1i7zejl,54,-1,-1
1i7zejl,55,-1,-1
1i7zejl,56,1,-1
1i7zejl,57,0,-1
1i7zejl,58,1,-1
1i7zejl,59,-1,-1
